annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;numero_jokerplus;devise;Unnamed: 25;boule_6;boule_complementaire;nombre_de_gagnant_au_rang7;rapport_du_rang7;Unnamed: 28;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;Unnamed: 34
2018001;VENDREDI;13/04/2018;13/06/2018;21;23;38;44;30;9.0;21-23-30-38-44+9;0;13000000;6;150000;109;2000;1018;1000;5241;100;46430;50;6 102 129;eur;;;;75565.0;20;;675296.0;10;1068083.0;3;50.0;20000;J 3856 6258,J 9073 5996,T 8346 6639,L 0236 8953,P 9484 2450,I 4637 8182,N 1196 0752,K 7748 0522,V 1796 2692,H 2033 1324,H 7325 3441,U 2956 4559,S 5973 2933,E 7645 9925,U 5361 6561,N 3824 2949,T 4763 2228,S 5254 3784,O 3969 3229,V 5566 9604,Q 6822 3134,J 4394 0560,P 7538 9230,V 3517 7258,F 6147 2073,B 5557 1298,B 7845 7768,H 5679 4930,M 8511 7434,H 8476 0787,O 9174 2192,J 7928 6859,V 5197 3585,E 6032 1797,N 0180 2245,R 0065 2009,U 4490 1154,E 0172 7232,K 7462 7722,P 1256 7212,C 3503 4721,A 0342 3599,P 1487 8421,A 9726 2713,Q 0691 0550,B 8151 2121,M 8291 0292,G 2608 2717,K 6085 4410,U 8060 5375;
2018002;VENDREDI;13/07/2018;12/09/2018;49;44;12;13;21;10.0;12-13-21-44-49+10;0;13000000;2;150000;85;2000;1050;1000;4715;100;49718;50;4 104 502;eur;;;;65402.0;20;;708925.0;10;770519.0;3;50.0;20000;O 1508 5131,H 6656 8255,K 1635 0860,F 5062 6578,I 0773 0203,P 8674 8195,A 6389 8564,G 5311 0934,M 8456 9470,B 4441 9609,E 6928 8873,Q 1181 1676,I 3870 3485,S 5191 9821,A 5854 1299,E 2030 2077,B 1629 6148,H 6527 5115,K 9096 0877,P 6354 4315,J 9393 8403,J 8619 7927,I 5450 6183,O 7751 9977,R 7545 9347,V 8287 1738,F 9677 9265,R 7140 7718,A 1850 9556,A 5389 8393,M 5754 1002,F 6050 3180,H 3597 5901,S 1896 8632,S 3763 6670,V 5583 0580,S 8746 8983,O 9978 4909,C 6254 4927,L 3837 5699,Q 5306 1553,D 6082 2961,B 5057 7092,H 7411 1158,K 9775 1335,Q 0151 9273,T 6798 1394,L 2910 4064,K 5583 0959,L 6597 1281;
2018003;VENDREDI;14/09/2018;14/11/2018;22;45;19;4;30;7.0;4-19-22-30-45+7;1;13000000;0;150000;85;2000;496;1000;3072;100;20892;50;3 290 399;eur;;;;41183.0;20;;289796.0;10;543652.0;3;50.0;20000;U 7213 8845,U 6437 2651,S 3064 6211,F 0229 2777,J 5460 6636,U 9452 1126,P 4976 4614,K 3008 8110,K 8613 8932,P 9338 2400,U 2281 7722,V 5158 3862,K 2230 4712,E 5593 5800,U 0479 4048,Q 7888 2840,Q 5011 6701,U 1204 0158,F 1324 1620,V 4033 4083,A 2067 0578,L 8655 8447,V 0788 3556,L 0612 8232,U 1228 7644,S 8490 1175,F 1889 2480,U 8194 4776,S 4959 5531,R 9414 9855,S 7848 1551,R 4028 5863,I 5586 4279,N 5313 5554,V 8321 0431,F 9997 4436,M 6651 2132,K 3784 8359,J 3359 4085,V 7352 2702,C 3175 2410,A 0170 5566,B 2881 0405,K 9193 5142,V 8308 4799,H 1146 4833,U 3465 9502,J 9617 6581,D 7649 9365,P 1461 0853;
2019001;DIMANCHE;14/07/2019;13/09/2019;20;8;45;30;26;1.0;8-20-26-30-45+1;0;13000000;0;150000;31;2000;404;1000;1604;100;17513;50;6916126;eur;;;;23156.0;20;;247409.0;10;308279.0;3;50.0;20000;A 4942 1797,K 4981 0389,D 3339 8080,V 5298 5205,J 2704 3835,K 0169 2918,K 4977 8368,K 8280 0229,F 0662 1486,N 2447 7787,I 6377 7616,U 6247 8434,I 3673 9017,D 7256 5730,B 3968 9693,I 5301 3024,V 8325 1456,B 8307 2894,B 6786 8629,H 7993 8002,H 5510 6466,B 2621 1312,I 0840 3738,M 3519 5765,P 7025 6584,T 2133 7087,H 1821 4413,H 9061 4431,S 1655 3537,Q 0854 2784,M 8800 7590,B 8075 5528,D 3674 2084,M 1018 9890,A 1381 4847,O 2650 9704,Q 4782 7668,Q 4031 3345,N 8449 2542,I 4803 3441,L 0882 7006,M 8807 5437,P 8260 0150,B 2181 2303,C 9689 0447,F 0132 7971,C 0384 0667,N 0263 6394,G 7846 0198,N 5061 2937;
2019002;VENDREDI;13/09/2019;13/11/2019;28;32;10;22;9;6.0;9-10-22-28-32+6;0;13000000;7;150000;105;2000;979;1000;4620;100;46597;50;2659557;eur;;;;67230.0;20;;680338.0;10;829690.0;3;50.0;20000;B 2170 5114,L 7573 6456,D 4187 8926,D 4348 7515,P 3206 4340,C 9121 5139,N 2619 6362,V 7820 4444,N 4404 2024,R 4244 0868,V 7069 9582,P 5610 3686,I 8149 6769,U 8907 9906,K 1786 5740,C 0493 7879,M 5386 4946,F 9092 3436,K 3198 2697,I 4724 7107,V 0242 3055,V 7906 9125,M 0636 7631,R 6713 6899,I 4526 1262,T 9730 6477,J 0011 0409,R 9777 0739,O 6849 7200,U 1556 6773,L 2833 7045,B 5779 0841,C 2509 2214,D 1637 2033,I 5144 7967,K 9040 0930,A 4340 3118,S 0902 7983,A 0030 0133,S 7336 2135,J 2200 3598,R 4461 3451,D 2680 0223,R 2796 7366,T 1275 5084,S 9374 6401,U 0695 6329,T 5462 3679,O 5714 9493,B 9955 9583;
20199001;VENDREDI;13/12/2019;01/01/1970;19;6;29;8;43;6.0;6-8-19-29-43+6;1;13000000;6;120163,8;142;1655,3;1167;906,3;5610;90;50806;44,7;6894214;eur;;;;73147.0;19,3;;677219.0;7,5;859866.0;3;50.0;20000;H 8930 1252,G 8964 2865,J 1532 1196,C 1025 1125,M 8164 7985,B 6575 6197,R 0970 9355,G 5702 6142,V 4586 5080,K 4865 2794,G 8849 6006,A 3886 4988,N 9554 8455,V 2704 4870,G 4958 6932,I 9395 3342,V 4972 9295,T 8596 7592,D 4293 2479,V 8217 9865,R 2760 2077,V 8238 5418,K 0520 9562,N 5642 2504,J 3947 4066,E 9566 0920,V 5510 9817,Q 8729 9024,R 2344 3282,L 3638 6303,I 1688 3215,H 1134 1610,K 5136 8665,A 5133 0064,G 3547 1478,F 5550 5044,H 7218 8879,T 1734 2929,K 1747 9623,H 2901 4475,I 5798 7570,M 9168 7541,L 1092 0829,S 5648 2235,D 8964 9977,K 5890 0843,E 5669 7367,O 8352 7100,F 8643 8133,A 3364 0015;
20200001;VENDREDI;14/02/2020;15/04/2020;23;5;28;27;10;10.0;5-10-23-27-28+10;1;13000000;9;58233,7;99;1725,9;1091;704,7;3866;94,9;41153;40,1;4085243;eur;;;;48699.0;21,1;;528351.0;7;555748.0;3;50.0;20000;K 8805 9843,F 3922 7928,O 0063 8846,A 0150 2944,M 3978 3607,S 5119 2090,R 1806 2386,K 7838 5750,G 8727 8855,L 9981 8128,D 5785 4842,I 4583 6942,D 4391 5525,S 8821 8471,B 2212 3134,H 0626 9476,C 8721 8378,R 9852 8746,E 4660 9160,I 8964 7719,K 9852 8718,V 3844 9523,K 6215 1750,B 8498 9473,R 6981 0009,I 1515 7694,V 7459 7620,O 9782 4721,R 5346 6683,H 1062 9929,P 1470 3031,L 1721 2835,V 2162 9665,L 8144 9953,V 8199 6224,C 1495 1108,G 1214 5360,S 9433 4629,I 6245 7838,S 1122 3449,V 2401 9601,B 6621 0665,P 1536 8974,K 0305 8718,P 9854 1529,A 2106 9341,A 6305 5844,O 5403 1293,C 9258 3566,Q 3339 7158;
20200002;VENDREDI;13/03/2020;13/05/2020;36;7;19;46;18;2.0;7-18-19-36-46+2;0;13000000;1;722953;75;3142,6;773;1372;4290;118;40782;55,9;8059636;eur;;;;64504.0;21,9;;630131.0;8,1;863024.0;3;50.0;20000;S 4339 5423,B 5171 1319,S 1648 9250,Q 8656 6079,B 7291 6399,L 4796 2084,C 1156 6734,M 5895 9987,D 7964 0241,S 4733 4067,U 1905 9562,L 9445 3053,S 6139 4619,K 8258 3327,J 2066 8314,E 4460 3579,I 1359 6336,P 2560 4339,D 7168 4406,R 6781 4274,T 0461 0387,D 7041 9903,L 1340 5942,I 4971 9088,U 4351 2419,U 3045 2741,L 1250 8762,N 9426 4614,O 8243 3746,H 1280 7517,N 9811 0717,S 1788 6834,V 4099 3163,U 3397 2845,B 7283 9632,B 9207 9058,O 0602 5602,S 8580 6781,I 4207 7098,U 7328 1203,V 4640 9172,D 0520 4410,I 5392 7850,A 8426 7576,N 7453 0373,T 0166 4270,R 7833 9799,U 0002 0828,A 7157 3689,S 7449 1715;
20200003;VENDREDI;13/11/2020;13/01/2021;43;27;38;44;2;10.0;2-27-38-43-44+10;0;13000000;7;104505,6;68;3507,2;771;1391,9;3571;143,5;37363;61,7;0 973 006;eur;;;;53793.0;26,6;;566508.0;9,1;789636.0;3;50.0;20000;T 1975 1805,F 0560 2934,B 9308 1245,R 0329 9257,V 3968 5753,O 7635 4221,S 6468 0630,P 2149 6619,J 6208 6816,O 7071 5885,P 1455 7075,O 8603 8206,J 3848 4351,D 6749 2407,U 0757 3233,N 5402 7500,B 6725 0954,D 5784 3804,J 6859 4316,I 9342 6812,S 7613 2998,P 6073 9304,R 8957 4856,S 8366 3348,H 4180 1835,M 4691 6983,F 6351 6759,B 6416 4545,T 7235 1030,N 1631 4766,V 8304 3735,H 2185 6399,E 1800 5953,A 0988 1522,B 3800 4922,F 2597 2929,J 8476 7823,V 3404 2576,H 0156 3887,G 3135 8853,B 6732 4849,L 1662 1748,V 5020 4531,Q 5766 0545,T 0393 9930,O 3008 5281,H 0609 3292,T 2847 1461,S 4920 9316,V 8318 4405;
20200004;JEUDI;31/12/2020;01/04/2021;47;21;12;8;6;3.0;6-8-12-21-47+3;1;13000000;5;141412,2;163;1414,2;1345;771,2;6713;73,7;54811;40,6;3884681;eur;;;;84412.0;16,4;;699358.0;7,1;996425.0;3;50.0;20000;F 0079 7554,Q 2851 0526,T 8518 5865,A 9323 6985,A 0689 7508,V 6953 2924,L 2079 0784,H 7862 7931,Q 1223 0779,P 7562 8580,U 1302 2795,H 0802 1594,P 8636 4810,K 1435 3955,B 3701 8487,G 1925 9452,D 1083 0284,F 4826 2762,R 7103 6046,J 6263 0242,I 8178 1672,R 7521 0676,B 8142 8038,C 2699 1296,G 0659 0554,U 5199 4365,E 6552 0728,C 2614 3571,G 2863 5217,V 3914 4217,H 5731 3606,D 9559 5968,F 4399 4538,V 8103 9826,M 1142 6076,P 2040 2280,R 2096 7738,J 2378 2091,F 7127 0954,Q 1870 9449,S 0446 0421,B 4125 2454,V 8357 3729,U 4432 1761,H 0684 2302,T 1238 5914,R 8963 0760,B 4433 0439,K 4979 2560,R 8397 6763;
20211001;VENDREDI;12/02/2021;15/04/2021;11;38;31;27;25;1.0;11-25-27-31-38+1;0;13000000;1;446545,6;44;3308,6;700;935,8;2558;122,3;29128;48,3;6470256;eur;;;;36190.0;24,2;;398500.0;7,9;474263.0;3;50.0;20000;O 9720 4498,M 0169 1599,L 9013 7406,S 3208 5699,O 7103 5076,I 2228 9799,U 7120 4116,G 0687 0237,I 2913 3442,H 9151 7727,B 8691 8076,K 7241 1655,A 4984 1203,M 5822 9822,N 0561 6586,I 4403 4131,C 3136 0139,R 6408 5426,K 3150 9683,K 1570 9951,H 5838 8573,B 5633 9002,K 9663 3599,M 8107 6573,T 5664 9661,C 5936 8697,L 5186 4363,T 8258 5458,V 8380 4055,O 3121 3217,N 9035 9848,G 4151 1150,O 0108 4261,R 5781 6429,N 6872 9862,T 2774 3177,H 5560 7926,G 2876 1842,S 1590 8676,R 9736 4423,F 5446 3298,I 5389 4524,V 4997 5979,N 5517 3583,Q 0485 0482,N 2442 9901,O 0273 2906,V 2890 6292,O 7526 4720,T 5841 0135;
20211002;VENDREDI;21/05/2021;20/08/2021;11;43;27;2;20;4.0;2-11-20-27-43+4;0;13000000;7;54662;55;2268,1;644;871,6;3061;87,5;27081;44,5;3643285;eur;;;;39155.0;19,1;;357461.0;7,5;498066.0;3;50.0;20000;R 7496 3656,V 8396 9458,S 7808 8537,H 6071 6401,Q 6782 7490,A 3197 3222,B 5553 3405,I 8115 5263,R 1479 3773,K 9274 7935,F 0827 3413,K 3873 0572,P 7025 5403,G 6732 3371,L 2905 8705,P 5210 5879,O 2367 4720,Q 2633 3394,G 0261 7370,A 3499 5856,G 6546 5617,A 0644 3914,R 5972 8879,D 7812 9261,V 3624 2122,U 3776 5706,H 5258 6215,I 0296 2512,Q 4417 9978,G 8813 7623,Q 3622 8054,F 2190 5171,J 2312 0019,T 1324 0401,D 7391 1326,D 1632 8200,O 1265 6740,K 0973 5179,N 5884 0681,E 5277 5465,I 0963 8402,T 0159 5866,G 7124 4874,J 5018 5441,R 4765 1028,O 1998 8698,Q 0039 2488,R 4526 1311,B 9195 8282,Q 7324 7165;
20211003;VENDREDI;13/08/2021;12/11/2021;7;40;11;48;41;10.0;7-11-40-41-48+10;0;13000000;3;221143;68;3180,7;684;1422,9;3415;136,1;35335;59,2;1455915;eur;;;;52138.0;24,9;;544597.0;8,6;724040.0;3;50.0;20000;H 6788 4998,E 2408 2439,U 0623 4475,E 8471 6144,C 4343 7366,T 9394 4230,Q 0396 9560,A 9963 9934,S 2770 5068,L 7713 4470,I 4972 6843,D 8807 6371,N 6080 3597,E 4625 4544,A 6349 7129,T 5048 9976,T 7381 0335,I 5917 6136,E 2123 8017,H 4659 1138,H 5295 6722,U 3799 7923,K 8044 2709,N 1752 8391,R 9488 4131,D 6403 3825,O 8231 6981,T 9313 7096,P 5019 9643,O 1225 1374,E 9406 2812,T 5928 6469,Q 6636 3549,J 3031 1072,F 7865 7203,C 2359 5798,S 1272 1777,G 5576 7013,I 0009 6554,A 1520 1944,S 9500 8268,A 5441 4294,C 8415 2471,K 0820 5212,R 6935 2990,F 6929 0866,N 0602 9905,V 5197 0845,L 8381 1392,U 2244 5320;
20211004;VENDREDI;31/12/2021;02/03/2022;18;2;11;1;48;7.0;1-2-11-18-48+7;1;13000000;10;74854,2;103;2369,3;1080;1016,8;6596;79,5;49425;47,7;9925757;eur;;;;94097.0;15,6;;701206.0;7,5;1181373.0;3;50.0;20000;D 9403 5359,V 8495 2467,D 9722 0794,M 3283 6860,N 5759 5305,M 9029 8542,V 8475 7781,N 4003 2954,O 6577 4194,V 8206 3613,M 8202 0520,J 4529 3851,C 0627 4550,B 9429 5639,D 2328 1789,R 1172 0948,O 2913 1942,E 1875 1071,L 0550 4654,C 4793 5422,N 6891 2360,P 1737 6223,C 1159 8469,C 4224 0380,U 3010 9477,E 8566 0127,S 4560 2724,U 6398 8278,K 7925 5206,K 7919 2285,J 1902 5753,V 6714 7394,M 3050 9786,I 9643 8090,A 4839 4925,H 7510 5671,L 4191 2635,C 0507 4053,Q 5974 2978,F 6304 2511,Q 6795 3008,J 0808 1538,A 9393 5901,H 4831 8658,G 7755 6282,I 7157 8276,C 3967 7378,N 8421 7347,D 8488 3494,J 2410 9059;
20222001;VENDREDI;01/04/2022;01/06/2022;13;1;30;10;35;10.0;1-10-13-30-35+10;0;13000000;1;512981,1;71;2355,5;838;898;3686;97,5;35996;44,9;1839609;eur;;;;47632.0;21,1;;485145.0;7,4;568414.0;3;50.0;20000;Q 1719 9154,E 8400 9869,L 8621 4826,Q 3373 1062,S 7014 3508,L 1677 0729,M 2706 8313,H 9436 3455,F 8587 2966,Q 0248 0419,M 2633 9102,G 7495 5389,Q 8130 5119,J 3474 4528,H 8115 7241,T 3577 9879,T 5134 3255,F 0729 6303,E 5663 6965,V 8527 5416,B 0823 5213,E 9505 3061,I 5053 3238,I 7563 5518,K 0346 9111,O 4596 7079,F 8507 5024,I 2858 1515,K 0750 5664,C 3074 5866,P 1319 9251,R 8615 0906,S 9082 8421,J 4508 8314,L 0635 6839,Q 2847 5629,F 4277 5192,C 3028 8251,O 2295 4132,M 1167 4274,R 9196 2606,F 5605 5089,M 7614 2212,Q 1282 3623,R 8005 4726,K 3487 2200,H 9777 9110,S 1534 9831,Q 5887 7948,M 1679 7418;
20222002;VENDREDI;13/05/2022;13/07/2022;2;45;10;9;27;1.0;2-9-10-27-45+1;0;13000000;10;87159,6;127;2237,4;1414;904,3;5513;110,7;62110;44,2;0189230;eur;;;;74448.0;22,9;;820245.0;7,5;932167.0;3;50.0;20000;Q 7952 6775,G 8814 9546,Q 1295 2338,R 3891 8292,F 5545 8202,U 2924 7659,L 0531 9501,H 1497 4004,H 1996 2587,S 7752 1778,T 8737 8161,N 7405 4761,Q 9560 8868,O 3981 5329,B 7045 7238,E 9652 4836,G 0581 1070,S 1006 1362,S 8713 1581,N 5799 5935,C 1780 9458,O 1493 0449,A 6983 4527,P 4992 2403,D 8067 9729,P 0634 0234,T 5943 7975,E 8362 2774,D 9773 0190,B 3294 7920,J 2696 9437,L 0022 1922,I 7369 0088,O 5458 1647,R 4536 5680,C 4524 7559,S 9130 8912,M 3404 5699,M 2723 2477,H 9559 4170,A 9535 1695,O 4330 8926,G 1012 6609,K 5806 2495,H 3343 2645,F 1607 7352,T 5508 7163,O 9926 3093,S 0873 7271,D 2180 6669;
20222003;VENDREDI;01/07/2022;31/08/2022;39;2;1;26;48;9.0;1-2-26-39-48+9;0;13000000;2;188505,5;53;2319,1;396;1396,7;2266;116,5;20272;58,6;3491802;eur;;;;34019.0;21,7;;305614.0;8,7;488460.0;3;50.0;20000;C 7273 0900,I 4378 7713,D 2845 0645,K 5191 0808,F 1223 3813,J 4212 7121,P 9618 8877,K 2660 4146,U 1020 9696,V 7308 3918,F 4069 9247,T 2348 6351,O 9268 7885,C 5977 7009,V 5413 9081,V 1855 6942,V 8613 9030,L 8427 1256,S 3394 6131,G 9912 1005,J 2821 6475,C 2251 7119,E 4434 8772,E 3521 2182,R 1592 1264,A 3870 4657,T 6410 5467,S 8190 7482,S 4720 6664,U 9732 4726,K 0427 9621,J 4386 9546,C 6949 4076,R 5433 8075,M 4495 7671,F 6350 1667,D 6994 1444,B 6935 9136,N 1004 4808,F 2307 3057,B 7313 9008,V 2608 7822,O 7808 5819,R 8023 0607,M 2849 3334,G 9491 1974,C 6014 4544,G 8575 3806,B 2721 9842,S 2803 3028;
22004;VENDREDI;16/09/2022;16/12/2022;48;36;30;34;2;10.0;2-30-34-36-48+10;0;13000000,00;0;221055,60;23;12744,50;228;1422,40;1133;135,80;10802;64,00;4781775;eur;;;;16880.0;25,40;;165381.0;9,30;251838.0;3,00;50.0;20000,00;T 8451 4586, L 6683 4761, J 4191 8030, P 3238 0964, I 4520 2515, R 9934 5279, R 1875 7521, P 1613 4855, M 7301 8598, R 2985 7518, G 0033 8136, F 0978 8590, R 2452 4634, C 6596 0014, K 0707 1453, R 7599 2942, R 3408 0558, C 0480 7810, V 1571 5358, M 5827 8516, V 8621 1344, F 4040 7786, H 9176 9679, T 3247 8049, I 8626 0904, C 3261 7823, B 3001 2540, B 3329 3092, M 7956 0585, B 7494 2975, J 4895 1202, U 2768 2982, P 3731 0091, S 3314 0012, O 7967 7998, U 1574 0027, D 6373 0361, M 7732 5499, E 5934 3982, O 4314 4538, F 6695 4095, O 7941 7599, F 5474 8610, N 9711 1782, N 3172 7839, V 5539 0079, Q 1090 1567, M 2171 3412, P 7856 4373, G 8590 2963;
22005;VENDREDI;07/10/2022;06/01/2023;9;16;29;8;40;4.0;8-9-16-29-40+4;0;19000000,00;1;265725,40;40;2165,70;375;1034,00;1950;94,60;16945;49,00;2175623;eur;;;;26821.0;19,20;;238825.0;7,70;347758.0;3,00;50.0;20000,00;I 5340 5783, N 2518 6438, D 0015 0184, R 9541 9497, V 8641 1344, O 2210 1832, I 6471 0033, M 6884 9067, D 5211 1803, B 8750 8708, T 8187 7424, E 5944 5433, V 8640 6022, D 4693 4599, L 5818 8633, L 1744 2192, H 6631 5302, B 3377 6787, K 0176 2968, K 9334 2023, R 1011 8589, D 1929 2597, A 3384 7398, H 2372 7728, C 0313 7999, F 5615 1778, L 0420 2259, R 9621 7924, S 6605 5375, V 8116 8501, V 1160 5533, Q 9542 0987, B 4080 1335, C 4750 2017, E 3399 2933, J 1539 8774, V 8632 8051, M 4118 9765, N 4399 5800, H 0794 2446, O 5470 7827, B 5481 8981, V 8639 6640, V 8649 1832, J 2016 3440, V 8646 9981, L 1796 6067, V 8641 8732, T 6732 4692, I 4454 6948;
23001;VENDREDI;13/01/2023;14/04/2023;20;35;6;25;48;4.0;6-20-25-35-48+4;0;16000000,00;4;209815,00;113;2400,10;961;1275,90;5021;116,50;45227;58,30;4893810;eur;;;;75264.0;21,80;;684416.0;8,60;1116697.0;3,00;50.0;20000,00;J 3873 3308, A 2324 0940, G 7299 1737, H 3420 4749, M 3654 3230, D 5183 9705, T 2832 7771, T 7234 8278, K 5373 7054, I 3611 6684, Q 5004 7460, N 6704 2840, M 0586 5119, H 4183 7646, P 1543 1703, S 3888 7911, T 3988 2947, P 5918 9819, F 1235 9442, U 0908 1643, N 7038 3271, R 5296 5248, E 7379 5488, I 9418 4001, T 8658 8744, S 7018 6208, A 1494 0449, A 2266 3356, L 1788 5215, A 3836 0998, C 0615 5165, B 9297 7094, H 5185 4346, D 8018 7348, S 1934 6463, B 6076 2829, O 5981 0096, M 3055 7704, S 5036 6469, S 0201 1457, L 0556 1096, E 0666 0431, M 6998 7414, F 7920 0840, M 2301 9655, V 4121 4250, V 8677 6818, H 4129 8769, I 0536 9441, K 5058 5946;
23002;MARDI;14/02/2023;16/05/2023;35;48;24;12;21;1.0;12-21-24-35-48+1;0;13000000,00;2;248299,00;53;3054,70;708;1027,50;2821;122,60;31722;49,10;6749297;eur;;;;38844.0;24,90;;430431.0;8,10;536457.0;3,00;50.0;20000,00;C 0056 2023, J 1466 1308, D 5952 8879, J 3523 4028, F 0944 3491, B 7642 5289, A 4733 6418, V 7246 4459, Q 4727 8194, H 1315 8071, V 5885 8783, K 3820 1909, Q 3484 9712, H 4020 2312, F 7151 4242, S 4169 2774, B 3249 0631, J 6244 1743, V 8718 1946, C 8971 2580, U 3624 7993, L 1698 5426, K 3855 8618, I 5998 9761, P 6040 8662, R 7425 7001, V 7690 9314, A 3900 4412, R 7739 3098, P 3574 0342, S 0007 1834, R 6699 3701, V 8705 7240, D 6644 1085, N 3365 9355, M 5185 2987, S 0312 5529, D 6944 2336, J 8921 1671, H 6070 0091, T 3623 6779, S 3615 3180, J 4017 9660, H 1334 7872, L 1323 3849, T 6397 5069, A 9560 5892, H 4861 1514, H 3977 6956, K 7015 6297;
23003;VENDREDI;15/09/2023;15/12/2023;29;2;30;10;46;3.0;2-10-29-30-46+3;0;17000000,00;1;192777,60;33;1904,50;278;1017,30;1449;92,70;12009;50,00;5955529;eur;;;;19282.0;19,40;;168109.0;8,00;266008.0;3,00;50.0;20000,00;E 2401 5792, B 2939 9987, P 0547 4978, T 6736 8567, H 4705 6740, U 8570 2803, B 7489 6600, U 1935 2577, V 8202 5974, I 2317 9922, G 8725 2363, T 3740 4683, T 0490 3116, G 4244 9619, J 5857 2061, N 0668 0518, U 2094 4111, D 4073 7979, E 4954 5264, U 7450 0832, M 1361 1302, I 2631 6693, J 1195 9789, A 4366 8410, Q 1617 7259, R 3667 6026, U 1309 5448, M 0407 9220, M 3423 2962, T 4200 7622, S 6417 2109, T 0521 0432, R 0821 0849, T 1294 2379, A 9050 6010, F 1797 4532, B 0646 5615, B 7487 4326, G 4821 9755, K 5235 0577, Q 7430 8557, N 6471 0690, I 7929 8364, M 6204 5126, Q 5754 1761, V 8734 9048, M 9768 2166, P 4991 8767, G 1262 9876, E 8826 3405;
23004;VENDREDI;13/10/2023;12/01/2024;39;21;7;25;41;6.0;7-21-25-39-41+6;1;13000000,00;8;100582,90;80;3279,10;1168;1009,80;4822;116,60;48159;52,50;6460098;eur;;;;70854.0;22,20;;692979.0;8,10;977580.0;3,00;50.0;20000,00;K 0997 9927, R 6810 3694, P 7623 5780, A 2154 6985, T 0979 5168, I 0461 4077, A 3684 5534, V 2431 8542, T 6192 7545, N 7036 6047, N 8176 2276, V 3173 9347, T 5181 3745, J 0524 6157, F 9940 5520, T 7209 8565, M 4944 9223, Q 4478 4624, K 7959 9808, J 3188 1870, P 7903 3218, B 0546 2306, S 0913 5973, R 2165 4876, L 9053 5388, E 4280 5463, A 6864 8517, J 6716 1520, J 6296 2910, L 7346 3195, M 2696 3913, V 4145 5228, A 2225 8908, L 5652 8731, T 3657 0874, V 5921 7024, F 9124 1074, P 9231 5538, B 0849 2029, O 2474 4989, V 3809 3509, U 8324 1717, F 9070 4936, S 3621 5323, O 6810 7934, J 5834 9888, G 7668 4383, I 6314 1113, S 5464 0065, S 8872 5475;
23005;DIMANCHE;31/12/2023;31/03/2024;30;28;9;10;13;9.0;9-10-13-28-30+9;0;13000000,00;4;133700,60;118;1452,90;1127;693,10;4779;77,90;43609;38,40;5471567;eur;;;;59917.0;17,40;;542409.0;6,90;670733.0;3,00;50.0;20000,00;O 9844 7880, O 6119 8075, L 8863 7580, R 5610 6232, O 7828 0384, A 5807 3373, M 0821 7400, J 1709 3919, G 7980 9924, V 2139 3115, V 0612 3429, O 9808 7714, N 8744 0554, C 1056 3063, D 6061 9407, F 0030 6854, F 8708 1742, O 8715 4520, K 8640 1355, J 8649 6499, J 9507 9059, O 5504 9677, A 3016 0010, J 3754 9298, R 7394 9551, F 6785 3882, P 6787 3280, K 3660 2233, U 7521 1022, V 8778 3740, V 1066 7188, J 0753 6468, E 5637 7680, R 7344 8359, P 9724 1770, A 1036 3635, H 9689 7334, P 5669 0954, L 7685 8991, N 8670 3534, D 6635 1967, M 9511 8884, N 0981 1902, H 2458 2154, K 4766 9935, S 2208 4101, R 4706 3474, P 6601 6347, U 2529 5234, G 5780 7678;
24001;VENDREDI;05/07/2024;04/10/2024;5;7;12;11;3;2.0;3-5-7-11-12+2;0;13000000,00;11;20957,70;92;791,10;946;355,60;2367;67,70;24956;28,90;9254387;eur;;;;25904.0;17,30;;259505.0;6,20;270118.0;3,00;50.0;20000,00;G 3051 4150, H 5015 1400, V 8827 5044, C 1363 6980, C 5944 5157, V 6602 5328, V 8827 1443, T 4133 8900, C 5031 2618, V 7051 7509, M 8092 4506, R 8254 6164, A 3433 2979, D 7742 7909, H 3609 2464, E 5232 3845, D 0370 3655, J 9198 9407, F 7070 8298, V 0757 7354, V 8832 9069, L 4890 4253, O 5064 9930, K 2500 7851, J 2648 7812, T 7299 1629, R 5311 2781, J 2273 2933, A 5392 4406, B 9883 3601, O 4041 8403, R 4610 4395, R 7225 9683, R 5261 7161, V 4702 0001, I 8546 1375, H 4601 0041, V 6837 8074, T 0311 5254, S 9447 3277, G 8300 7857, K 0733 2212, M 3396 0586, V 7101 0772, N 7963 3911, E 8512 0764, D 2069 9392, C 3840 5861, Q 3381 4880, D 4938 1527;
